case	family	hex	mark	strokes	admissible	components	enum	groupEnum	groupFill	groupBox%	heightCV	pop%
vvbrown.jpg	family-4610	#584c1c	0.003	24	49	3416	0.007	0.490	0.3718	74.73	1.867	4.5209
vvbrown.jpg	family-3749	#433518	0.003	24	56	2566	0.009	0.429	0.3749	71.64	2.398	4.9262
vvbrown.jpg	family-5493	#6f651d	0.002	22	55	3743	0.006	0.400	0.3096	81.09	2.254	4.0050
vvbrown.jpg	family-6375	#867d22	0.002	23	35	4295	0.005	0.657	0.2567	77.62	1.745	2.8840
vvbrown.jpg	family-9884	#e9e81e	0.078	11	11	122	0.090	1.000	0.2706	29.91	1.006	3.2088
vvbrown.jpg	family-8119	#b4b118	0.001	17	22	1962	0.009	0.773	0.2279	69.99	2.255	2.6358
vvbrown.jpg	family-9002	#cecc08	0.044	23	27	433	0.053	0.852	0.1491	53.00	1.041	1.1956
vvbrown.jpg	family-7258	#9e961a	0.003	22	34	3060	0.007	0.647	0.2038	73.52	1.362	2.3781
vvbrown.jpg	family-10784	#fdfcd0	0.013	15	19	156	0.096	0.789	0.1648	84.76	1.734	0.4479
vvbrown.jpg	family-8580	#c0bb6a	0.000	3	3	2414	0.001	1.000	0.0005	33.56	0.061	0.6132
vvbrown.jpg	family-9462	#d8d584	0.002	21	26	1459	0.014	0.808	0.0064	73.93	1.007	0.4981
vvbrown.jpg	family-10344	#f3f2a0	0.011	6	8	104	0.058	0.750	0.0506	32.51	1.108	0.1480
vvbrown.jpg	family-1100	#040112	0.002	5	5	166	0.030	1.000	0.0018	9.80	0.413	0.0526
ybbb.jpg	family-4253	#83080a	0.000	9	11	39	0.231	0.818	0.9976	100.00	2.152	97.0337
ybbb.jpg	family-1542	#0d0b0e	0.000	12	12	106	0.113	1.000	0.0529	34.65	0.702	1.5004
ybbb.jpg	family-5114	#94311e	0.015	18	18	346	0.052	1.000	0.0674	6.57	0.319	0.4257
ybbb.jpg	family-5996	#ab4f38	0.001	3	3	238	0.013	1.000	0.8257	0.29	0.000	0.2857
ybbb.jpg	family-3350	#5b0c08	0.001	4	4	323	0.012	1.000	0.0374	1.15	0.175	0.1194
ybbb.jpg	family-10343	#f8eeb3	0.483	17	17	30	0.567	1.000	0.4282	2.67	0.825	0.2780
ybbb.jpg	family-2887	#3f1310	0.001	6	6	405	0.015	1.000	0.0092	2.87	1.137	0.1688
ab67616d00001e020003e5	family-1522	#050a06	0.000	15	17	337	0.045	0.882	0.8490	100.00	1.673	56.2522
ab67616d00001e020003e5	family-2404	#121e10	0.021	24	32	718	0.033	0.750	0.2321	100.00	0.790	7.8222
ab67616d00001e020003e5	family-9460	#cfd4c0	0.000	4	6	124	0.032	0.667	0.2156	67.92	1.124	8.6122
ab67616d00001e020003e5	family-8138	#a8b087	0.029	14	19	327	0.043	0.737	0.1633	93.33	1.130	6.4544
ab67616d00001e020003e5	family-3286	#21331b	0.021	24	34	629	0.038	0.706	0.1261	98.00	0.669	4.0989
ab67616d00001e020003e5	family-4148	#344a24	0.010	21	22	416	0.050	0.955	0.1856	100.00	0.825	5.7589
ab67616d00001e020003e5	family-7256	#8f986b	0.020	11	12	324	0.034	0.917	0.3641	23.00	1.052	2.2089
ab67616d00001e020003e5	family-640	#000201	0.003	21	30	1003	0.021	0.700	0.0506	63.36	0.627	3.3844
ab67616d00001e020003e5	family-5030	#496036	0.029	19	19	425	0.045	1.000	0.0824	86.67	0.780	2.5533
ab67616d00001e020003e5	family-6374	#758151	0.008	7	7	361	0.019	1.000	0.2216	30.67	0.653	1.4667
ab67616d00001e020003e5	family-220	#000000	0.003	5	5	145	0.034	1.000	0.0792	1.60	0.349	0.3889
ab67616d0000b2730011c0	family-4606	#2d4a84	0.003	24	124	884	0.027	0.194	0.7602	91.88	1.433	19.8291
ab67616d0000b2730011c0	family-3284	#1e2d4c	0.000	24	157	1383	0.017	0.153	0.6563	99.69	1.421	19.9780
ab67616d0000b2730011c0	family-1962	#0e1317	0.000	24	100	324	0.074	0.240	0.6165	99.69	2.646	15.4297
ab67616d0000b2730011c0	family-5929	#506daf	0.014	24	80	824	0.029	0.300	0.1916	91.59	1.273	6.2593
ab67616d0000b2730011c0	family-10782	#f6fbfe	0.015	15	16	175	0.086	0.938	0.4819	68.50	1.111	4.2734
ab67616d0000b2730011c0	family-2402	#101c34	0.002	24	293	1873	0.013	0.082	0.1056	99.69	1.030	4.7244
ab67616d0000b2730011c0	family-5090	#6e4871	0.096	21	29	190	0.111	0.724	0.1091	99.22	1.220	4.2102
ab67616d0000b2730011c0	family-9921	#e3daeb	0.010	24	126	1305	0.018	0.190	0.0962	69.30	0.826	3.1719
ab67616d0000b2730011c0	family-3349	#561422	0.118	24	40	187	0.128	0.600	0.1548	52.74	0.859	3.7146
ab67616d0000b2730011c0	family-7694	#8d9fc3	0.007	24	97	1890	0.013	0.247	0.1073	74.64	1.152	3.4407
ab67616d0000b2730011c0	family-8576	#a0b8de	0.010	17	25	866	0.020	0.680	0.0391	67.01	1.026	0.9487
ab67616d0000b2730011c0	family-4209	#5e3448	0.038	24	47	505	0.048	0.511	0.0757	82.55	0.960	1.9658
ab67616d0000b2730011c0	family-8157	#b2a6be	0.001	17	27	1643	0.010	0.630	0.0185	53.96	1.108	1.1057
ab67616d0000b2730011c0	family-6812	#7187ac	0.003	24	66	2084	0.012	0.364	0.0175	80.25	1.484	1.5527
ab67616d0000b2730011c0	family-4187	#3c3e64	0.001	16	22	1037	0.015	0.727	0.0083	76.77	1.346	0.6477
ab67616d0000b2730011c0	family-5489	#516485	0.001	15	31	2024	0.007	0.484	0.0077	98.44	1.495	1.1145
ab67616d0000b2730011c0	family-3767	#4a2956	0.017	16	16	512	0.031	1.000	0.1247	34.80	0.958	1.1016
ab67616d0000b2730011c0	family-9904	#f6da5f	0.268	18	18	64	0.281	1.000	0.1502	8.71	0.428	0.6392
ab67616d0000b2730011c0	family-9039	#c7c0d0	0.002	22	38	1723	0.013	0.579	0.0083	50.66	1.052	0.9028
ab67616d0000b2730011c0	family-4608	#424e5c	0.002	21	30	1126	0.019	0.700	0.0033	68.11	0.622	0.7173
ab67616d0000b2730011c0	family-10343	#f8ebb7	0.229	14	14	52	0.269	1.000	0.1218	7.71	0.933	0.4177
ab67616d0000b2730011c0	family-6393	#7c7889	0.001	13	14	1188	0.011	0.929	0.0018	44.35	0.586	0.5427
ab67616d0000b2730011c0	family-7717	#ad9a96	0.002	8	8	469	0.017	1.000	0.0012	34.67	0.852	0.2314
ab67616d0000b2730011c0	family-3748	#47322f	0.001	5	6	226	0.022	0.833	0.0220	12.93	1.050	0.1934
ab67616d0000b2730011c0	family-4652	#74391b	0.054	6	6	70	0.086	1.000	0.0447	9.02	0.665	0.2065
ab67616d0000b2730011c0	family-7296	#ab849f	0.013	11	12	235	0.047	0.917	0.0038	56.61	1.338	0.2522
ab67616d0000b2730011c0	family-1080	#02050a	0.012	6	6	128	0.047	1.000	0.3689	0.48	0.634	0.1377
ab67616d0000b2730011c0	family-5071	#66544a	0.002	8	8	483	0.017	1.000	0.0090	11.37	0.417	0.2515
ab67616d0000b2730011c0	family-5973	#84627a	0.005	11	12	396	0.028	0.917	0.0013	64.96	1.455	0.2395
ab67616d0000b2730011c0	family-9482	#eacda3	0.001	4	4	285	0.014	1.000	0.0917	0.64	0.537	0.1782
ab67616d0000b2730011c0	family-6836	#9f815b	0.011	19	19	465	0.041	1.000	0.0427	5.70	0.367	0.3027
ab67616d0000b2730011c0	family-8601	#dbaf64	0.019	15	15	313	0.048	1.000	0.1245	3.76	0.609	0.3110
ab67616d0000b2730011c0	family-7697	#a8a071	0.002	7	7	419	0.017	1.000	0.0094	6.06	0.428	0.2144
ab67616d0000b2730011c0	family-5933	#787143	0.003	7	7	321	0.022	1.000	0.0291	2.26	0.498	0.1636
ab67616d0000b2730011c0	family-5975	#985e46	0.033	6	6	84	0.071	1.000	0.1392	1.96	0.831	0.1182
ab67616d0000b2730011c0	family-6877	#b86a78	0.111	9	9	48	0.188	1.000	0.0202	10.06	0.641	0.0920
ab67616d0000b2730011c0	family-6458	#c35151	0.403	6	6	10	0.600	1.000	0.0469	1.76	0.292	0.0359
ab67616d0000b273000523	family-10341	#e8ebf0	0.000	19	25	469	0.041	0.760	1.0000	100.00	2.144	77.0571
ab67616d0000b273000523	family-1983	#121117	0.000	24	49	559	0.043	0.490	0.5199	28.44	2.530	6.1389
ab67616d0000b273000523	family-2865	#212330	0.006	16	33	1046	0.015	0.485	0.1166	28.34	1.615	2.0186
ab67616d0000b273000523	family-9459	#d1d4d9	0.004	24	87	1420	0.017	0.276	0.2450	51.21	1.328	4.4233
ab67616d0000b273000523	family-8599	#c5b3b1	0.008	24	79	1467	0.016	0.304	0.1057	46.41	1.325	1.9065
ab67616d0000b273000523	family-6834	#86858b	0.012	23	44	1138	0.020	0.523	0.0926	37.43	1.392	1.9106
ab67616d0000b273000523	family-7717	#b19893	0.008	24	50	1287	0.019	0.480	0.0575	35.14	0.910	1.2683
ab67616d0000b273000523	family-5952	#6f6e74	0.006	23	42	1165	0.020	0.548	0.0339	28.37	0.875	0.8713
ab67616d0000b273000523	family-3726	#33383c	0.009	24	41	1004	0.024	0.585	0.0377	42.33	1.417	1.1021
ab67616d0000b273000523	family-5046	#3853a4	0.143	24	45	72	0.333	0.533	0.0793	5.38	0.067	0.4167
ab67616d0000b273000523	family-1101	#040406	0.004	13	14	498	0.026	0.929	0.0201	18.20	1.005	0.3528
ab67616d0000b273000523	family-5070	#59585e	0.009	24	28	1006	0.024	0.857	0.0292	32.19	0.752	0.8401
ab67616d0000b273000523	family-7783	#fc6c23	0.809	14	14	14	1.000	1.000	0.0324	3.98	0.066	0.1226
ab67616d0000b273000523	family-6942	#f62020	0.819	12	12	12	1.000	1.000	0.0433	2.64	0.045	0.1116
ab67616d0000b273000523	family-6415	#986f6b	0.020	12	12	200	0.060	1.000	0.0080	20.61	0.480	0.1526
ab67616d0000b273000523	family-5533	#805850	0.007	5	5	157	0.032	1.000	0.0068	18.36	0.428	0.1160
ab67616d0000b273000523	family-6370	#5877b8	0.222	10	10	34	0.294	1.000	0.1791	0.52	0.073	0.0945
ab67616d0000b273000523	family-5993	#965096	0.606	15	15	20	0.750	1.000	0.0365	3.77	0.071	0.1343
ab67616d0000b273000523	family-7298	#b7836e	0.040	6	6	65	0.092	1.000	0.0200	5.81	0.796	0.0754
ab67616d0000b273000523	family-5593	#992796	0.553	9	9	13	0.692	1.000	0.1714	0.48	0.051	0.0796
ab67616d0000b273000523	family-10325	#f8f218	0.408	4	4	4	1.000	1.000	0.0147	2.89	0.000	0.0398
ab67616d0000b273000523	family-8555	#6dc6e8	0.317	4	4	5	0.800	1.000	0.1004	0.38	0.000	0.0327
ab67616d0000b273000523	family-8077	#71c343	0.600	5	5	5	1.000	1.000	0.0161	2.90	0.065	0.0415
ab67616d0000b2730009d1	family-220	#000000	0.000	24	58	1075	0.022	0.414	1.0000	27.66	1.504	14.8008
ab67616d0000b2730009d1	family-7212	#15a6a9	0.043	24	52	505	0.048	0.462	0.1496	89.49	0.916	6.6755
ab67616d0000b2730009d1	family-2864	#21203f	0.009	23	107	1420	0.016	0.215	0.1883	72.34	0.924	7.4438
ab67616d0000b2730009d1	family-6941	#ed3358	0.027	24	47	775	0.031	0.511	0.2010	66.41	1.204	7.2688
ab67616d0000b2730009d1	family-661	#010101	0.003	24	183	1757	0.014	0.131	0.1186	83.28	1.196	4.9063
ab67616d0000b2730009d1	family-4230	#662948	0.025	16	19	570	0.028	0.842	0.1179	71.25	0.929	4.0393
ab67616d0000b2730009d1	family-5134	#952a48	0.020	24	53	943	0.025	0.453	0.1980	67.50	0.919	4.4958
ab67616d0000b2730009d1	family-6038	#c42a42	0.013	24	59	1004	0.024	0.407	0.1895	72.19	1.037	5.9756
ab67616d0000b2730009d1	family-8241	#f876b2	0.000	8	8	234	0.034	1.000	0.1170	42.19	0.964	3.2073
ab67616d0000b2730009d1	family-1542	#0a0712	0.004	24	100	2245	0.011	0.240	0.1185	86.56	0.980	3.9829
ab67616d0000b2730009d1	family-7360	#f15481	0.021	17	17	364	0.047	1.000	0.0991	43.59	0.862	2.0120
ab67616d0000b2730009d1	family-10804	#fafafa	0.050	24	56	385	0.062	0.429	0.0710	53.31	0.869	2.3735
ab67616d0000b2730009d1	family-3747	#383643	0.003	24	136	2057	0.012	0.176	0.0877	100.00	0.979	3.2119
ab67616d0000b2730009d1	family-9905	#fbde38	0.039	15	17	290	0.052	0.882	0.1239	21.68	1.371	1.5640
ab67616d0000b2730009d1	family-9901	#dddfd4	0.020	24	51	795	0.030	0.471	0.0933	32.34	0.647	1.4993
ab67616d0000b2730009d1	family-8182	#ee941c	0.038	24	33	488	0.049	0.727	0.1285	48.58	1.323	2.0173
ab67616d0000b2730009d1	family-4629	#514b55	0.006	24	82	1485	0.016	0.293	0.0851	44.40	0.953	1.8123
ab67616d0000b2730009d1	family-4252	#7d0e2f	0.017	24	46	819	0.029	0.522	0.0927	65.73	1.174	1.5356
ab67616d0000b2730009d1	family-7717	#a69b95	0.015	24	46	794	0.030	0.522	0.0411	37.03	0.921	0.9272
ab67616d0000b2730009d1	family-7342	#ed5e0f	0.040	24	39	480	0.050	0.615	0.0647	49.10	1.254	1.3948
ab67616d0000b2730009d1	family-6330	#188c8c	0.015	24	51	983	0.024	0.471	0.0313	88.83	1.128	1.5837
ab67616d0000b2730009d1	family-8599	#c0b6ac	0.021	24	35	786	0.031	0.686	0.0784	32.77	0.684	1.2100
ab67616d0000b2730009d1	family-6480	#dd2e29	0.025	24	36	611	0.039	0.667	0.0341	46.43	0.806	0.8743
ab67616d0000b2730009d1	family-2403	#0f1c24	0.002	23	66	1591	0.014	0.348	0.0210	69.06	1.132	1.2168
ab67616d0000b2730009d1	family-9043	#f7b932	0.032	22	29	448	0.049	0.759	0.0835	25.43	1.396	1.0837
ab67616d0000b2730009d1	family-5511	#675f6a	0.006	24	53	1344	0.018	0.453	0.0311	42.30	0.886	1.0547
ab67616d0000b2730009d1	family-6835	#8f8480	0.014	24	39	964	0.025	0.615	0.0550	37.73	0.796	0.9963
ab67616d0000b2730009d1	family-8093	#1ebfd3	0.017	14	14	450	0.031	1.000	0.0144	48.24	0.873	0.4929
ab67616d0000b2730009d1	family-5469	#1b7075	0.017	24	36	799	0.030	0.667	0.0231	78.72	1.046	0.9514
ab67616d0000b2730009d1	family-2445	#2f0c20	0.031	18	18	411	0.044	1.000	0.0940	26.52	0.763	0.7627
ab67616d0000b2730009d1	family-6438	#bf571a	0.016	17	20	614	0.028	0.850	0.0358	34.39	0.972	0.7451
ab67616d0000b2730009d1	family-5157	#a7000c	0.041	14	14	215	0.065	1.000	0.0590	29.55	1.106	0.6353
ab67616d0000b2730009d1	family-3349	#560e22	0.019	24	42	611	0.039	0.571	0.0397	34.81	1.045	0.7627
ab67616d0000b2730009d1	family-5115	#91380c	0.024	18	18	439	0.041	1.000	0.0577	27.13	1.404	0.8950
ab67616d0000b2730009d1	family-4146	#114c50	0.012	22	33	724	0.030	0.667	0.0094	82.85	0.930	0.6655
ab67616d0000b2730009d1	family-10344	#faee98	0.032	19	21	290	0.066	0.905	0.0196	20.57	0.781	0.3479
ab67616d0000b2730009d1	family-4211	#663111	0.006	9	10	263	0.034	0.900	0.0402	20.59	1.313	0.3701
ab67616d0000b2730009d1	family-7299	#c87e37	0.014	13	13	533	0.024	1.000	0.0202	29.28	0.525	0.4771
ab67616d0000b2730009d1	family-5976	#a15911	0.007	6	6	289	0.021	1.000	0.0075	27.05	0.674	0.1960
ab67616d0000b2730009d1	family-8202	#f68a59	0.002	3	3	214	0.014	1.000	0.0471	4.99	0.144	0.1880
ab67616d0000b2730009d1	family-8976	#68d8d9	0.020	11	11	344	0.032	1.000	0.0187	41.53	0.682	0.4634
ab67616d0000b2730009d1	family-9879	#abebeb	0.048	10	10	125	0.080	1.000	0.0108	38.72	0.825	0.1929
ab67616d0000b2730009d1	family-6898	#cd5d73	0.001	7	7	619	0.011	1.000	0.0033	14.61	0.740	0.2615
ab67616d0000b2730009d1	family-5072	#6e5335	0.004	7	7	373	0.019	1.000	0.0216	3.40	0.549	0.1860
ab67616d0000b2730009d1	family-5954	#856846	0.007	9	9	389	0.023	1.000	0.0096	13.62	0.596	0.2375
ab67616d0000b2730009d1	family-8622	#f0a56c	0.015	7	7	229	0.031	1.000	0.0098	23.88	0.540	0.1807
ab67616d0000b2730009d1	family-9482	#eecca6	0.005	6	6	280	0.021	1.000	0.0103	15.39	1.078	0.1436
ab67616d0000b2730009d1	family-5595	#ab2b66	0.005	4	4	139	0.029	1.000	0.0526	1.83	0.156	0.1099
ab67616d0000b2730009d1	family-7739	#c98d75	0.002	5	5	360	0.014	1.000	0.0031	25.13	0.615	0.1760
ab67616d0000b2730009d1	family-8641	#f19ba6	0.001	4	4	261	0.015	1.000	0.0039	10.36	1.350	0.1436
ab67616d0000b2730009d1	family-6415	#966d69	0.000	3	3	337	0.009	1.000	0.0060	8.26	0.196	0.1335
ab67616d0000b2730009d1	family-7633	#0fb899	0.001	3	3	112	0.027	1.000	0.0298	1.57	0.363	0.0596
ab67616d0000b2730009d1	family-6939	#e33283	0.001	3	3	126	0.024	1.000	0.3367	0.07	0.163	0.0657
ab67616d0000b2730009d1	family-7758	#cd85ab	0.001	3	3	124	0.024	1.000	0.0008	16.36	0.261	0.0542
ab67616d0000b273000150	family-6834	#927f92	0.000	24	446	7134	0.003	0.054	0.7784	100.00	1.698	29.4197
ab67616d0000b273000150	family-5070	#615362	0.000	24	139	3065	0.008	0.173	0.2980	90.00	2.013	11.6233
ab67616d0000b273000150	family-7716	#a997a7	0.000	24	556	11120	0.002	0.043	0.2260	99.53	0.748	13.2449
ab67616d0000b273000150	family-5952	#79687b	0.000	24	317	8821	0.003	0.076	0.0618	92.04	0.543	6.3508
ab67616d0000b273000150	family-8598	#c3b1bf	0.001	24	342	6035	0.004	0.070	0.1910	88.48	0.906	9.9543
ab67616d0000b273000150	family-10783	#fcfef9	0.043	24	69	201	0.119	0.348	0.1585	78.61	0.478	5.8054
ab67616d0000b273000150	family-5551	#824892	0.013	11	11	588	0.019	1.000	0.1398	76.94	0.953	3.6384
ab67616d0000b273000150	family-2865	#23232d	0.099	23	23	213	0.108	1.000	0.1382	46.59	1.096	4.2192
ab67616d0000b273000150	family-9481	#e2cbc5	0.002	24	117	3573	0.007	0.205	0.0567	79.16	0.678	3.2766
ab67616d0000b273000150	family-4188	#4b3f4b	0.005	24	69	1865	0.013	0.348	0.0368	71.28	1.030	1.8401
ab67616d0000b273000150	family-6413	#906b97	0.001	24	86	2783	0.009	0.279	0.0219	67.17	0.583	1.8115
ab67616d0000b273000150	family-8600	#d4af92	0.002	23	72	1800	0.013	0.319	0.2428	20.19	1.309	2.6665
ab67616d0000b273000150	family-7295	#a781b0	0.003	21	28	1792	0.012	0.750	0.0178	65.39	0.610	1.0659
ab67616d0000b273000150	family-10362	#f3e7f3	0.001	15	15	1646	0.009	1.000	0.0154	17.86	0.453	0.7432
ab67616d0000b273000150	family-7718	#ba977b	0.001	22	22	2123	0.010	1.000	0.0540	6.33	0.562	1.0093
ab67616d0000b273000150	family-3769	#542932	0.020	20	22	601	0.033	0.909	0.0672	13.53	0.740	0.9250
ab67616d0000b273000150	family-4651	#6b3e43	0.005	20	23	1025	0.020	0.870	0.0492	22.70	0.505	1.0024
ab67616d0000b273000150	family-6416	#a06c56	0.001	15	16	1030	0.015	0.938	0.1965	5.79	1.249	0.7612
ab67616d0000b273000150	family-8177	#bd9bce	0.007	13	13	501	0.026	1.000	0.0263	9.16	0.389	0.2661
ab67616d0000b273000150	family-10343	#f8eebd	0.033	10	10	132	0.076	1.000	0.0639	2.69	0.369	0.1257
